intent,user_input,bot_response,risk_level,escalation_required,age_group,guideline_reference
suicide_warning,Sometimes Life feels pointless every day,You deserve immediate support right now. Reaching out to a crisis hotline or mental health professional is important.,critical,yes,teen,WHO Psychological First Aid
mental_health_faq,Lately Can stress affect physical health recently,Understanding mental health is an important step toward reducing stigma and encouraging support.,low,no,teen,WHO Suicide Prevention Guidance
emotional_support,Sometimes I feel unsupported,"Your feelings are valid, and it is okay to seek support from trusted people.",medium,no,senior,WHO Psychological First Aid
stress_reaction,Recently My responsibilities are too much a lot,"Your feelings are valid. Finding healthy routines such as sleep, movement, and relaxation exercises may help reduce stress.",medium,no,adult,WHO Suicide Prevention Guidance
anxiety_symptoms,I feel anxious all the time recently,Thank you for opening up about your anxiety. Grounding techniques and support from trusted people may help.,medium,no,adult,WHO Suicide Prevention Guidance
depression_symptoms,Honestly I feel disconnected from people recently,You do not have to handle these emotions alone. Reaching out to trusted support systems can help.,high,yes,child,UNICEF Child and Adolescent Mental Health Guidelines
coping_mechanism,Honestly Can breathing exercises help anxiety a lot,Grounding exercises such as focusing on your breathing or surroundings may help during stressful moments.,low,no,adult,UNICEF Child and Adolescent Mental Health Guidelines
professional_help,These days Should I see a therapist a lot,"Reaching out for help shows strength, not weakness.",medium,no,adult,WHO Psychological First Aid
suicide_warning,Honestly I feel trapped and hopeless recently,Your safety matters. Please seek urgent help from someone you trust or a healthcare provider.,critical,yes,child,UNICEF Child and Adolescent Mental Health Guidelines
mental_health_faq,Sometimes What are symptoms of burnout lately,Mental health conditions are common and treatable. Learning more about symptoms and support options can help.,low,no,child,WHO Psychological First Aid
emotional_support,These days I feel isolated,"Your feelings are valid, and it is okay to seek support from trusted people.",medium,no,teen,WHO Suicide Prevention Guidance
stress_reaction,I feel overwhelmed with work recently,It sounds like you are carrying a heavy emotional load right now. Taking small breaks and reaching out for support may help.,medium,no,teen,WHO Suicide Prevention Guidance
anxiety_symptoms,I cannot sleep because of anxiety recently,"Anxiety can feel exhausting, but you are not alone. Slow breathing exercises may help calm your body.",medium,no,child,WHO Mental Health Gap Action Programme
depression_symptoms,Recently I stay in bed all day,You do not have to handle these emotions alone. Reaching out to trusted support systems can help.,high,yes,child,WHO Mental Health Gap Action Programme
coping_mechanism,Sometimes How can I calm myself down,Grounding exercises such as focusing on your breathing or surroundings may help during stressful moments.,low,no,adult,WHO Psychological First Aid
professional_help,Honestly Can therapy help me and it worries me,"If emotional struggles affect your daily life, relationships, or safety, professional support may help.",medium,no,teen,WHO Psychological First Aid
suicide_warning,Lately Life feels pointless,You are not alone in this moment. Contact emergency or crisis support services as soon as possible.,critical,yes,child,WHO Psychological First Aid
mental_health_faq,What causes anxiety recently,Mental health conditions are common and treatable. Learning more about symptoms and support options can help.,low,no,adult,WHO Psychological First Aid
emotional_support,Honestly Nobody understands me recently,I am glad you shared this. Emotional support from others can make difficult moments easier.,medium,no,teen,WHO Mental Health Gap Action Programme
stress_reaction,Honestly I feel burned out,"Thank you for sharing this. Rest, hydration, and talking to someone you trust can support emotional recovery.",medium,no,adult,WHO Suicide Prevention Guidance
anxiety_symptoms,I cannot stop worrying,"Anxiety can feel exhausting, but you are not alone. Slow breathing exercises may help calm your body.",medium,no,senior,WHO Suicide Prevention Guidance
depression_symptoms,Honestly I lost interest in everything and it worries me,I am sorry you are going through this. You deserve support and care.,high,yes,senior,WHO Suicide Prevention Guidance
coping_mechanism,Lately How do I manage stress better recently,"Building routines around sleep, hydration, and movement may improve emotional well-being.",low,no,adult,WHO Psychological First Aid
professional_help,I think I need emotional support every day,A therapist or counselor can help you explore emotions and develop healthy coping strategies.,medium,no,teen,WHO Psychological First Aid
suicide_warning,These days I cannot continue anymore,I am really concerned about your safety. Please contact a trusted person or emergency support service immediately.,critical,yes,senior,UNICEF Child and Adolescent Mental Health Guidelines
mental_health_faq,Sometimes Can stress affect physical health a lot,Understanding mental health is an important step toward reducing stigma and encouraging support.,low,no,child,WHO Mental Health Gap Action Programme
emotional_support,Sometimes I just want support lately,I am glad you shared this. Emotional support from others can make difficult moments easier.,medium,no,teen,WHO Mental Health Gap Action Programme
stress_reaction,Lately Everything feels stressful lately every day,It sounds like you are carrying a heavy emotional load right now. Taking small breaks and reaching out for support may help.,medium,no,teen,WHO Suicide Prevention Guidance
anxiety_symptoms,Lately I feel panic before social events every day,Thank you for opening up about your anxiety. Grounding techniques and support from trusted people may help.,medium,no,adult,WHO Mental Health Gap Action Programme
depression_symptoms,These days I feel emotionally numb every day,I am sorry you are going through this. You deserve support and care.,high,yes,adult,WHO Mental Health Gap Action Programme
coping_mechanism,Honestly How can I calm myself down lately,Small daily self-care activities can support emotional resilience over time.,low,no,senior,UNICEF Child and Adolescent Mental Health Guidelines
professional_help,Recently Should I talk to a psychologist recently,"Reaching out for help shows strength, not weakness.",medium,no,child,WHO Mental Health Gap Action Programme
suicide_warning,I want the pain to stop a lot,You deserve immediate support right now. Reaching out to a crisis hotline or mental health professional is important.,critical,yes,child,WHO Suicide Prevention Guidance
mental_health_faq,Honestly What is a panic attack a lot,Mental health conditions are common and treatable. Learning more about symptoms and support options can help.,low,no,adult,WHO Psychological First Aid
emotional_support,I feel unsupported every day,I am glad you shared this. Emotional support from others can make difficult moments easier.,medium,no,teen,WHO Psychological First Aid
stress_reaction,Sometimes I feel pressure all the time lately,"Your feelings are valid. Finding healthy routines such as sleep, movement, and relaxation exercises may help reduce stress.",medium,no,senior,WHO Suicide Prevention Guidance
anxiety_symptoms,Honestly I feel nervous for no reason every day,Thank you for opening up about your anxiety. Grounding techniques and support from trusted people may help.,medium,no,senior,WHO Suicide Prevention Guidance
depression_symptoms,I feel empty inside and it worries me,You do not have to handle these emotions alone. Reaching out to trusted support systems can help.,high,yes,senior,UNICEF Child and Adolescent Mental Health Guidelines
coping_mechanism,Lately What helps during panic attacks recently,"Building routines around sleep, hydration, and movement may improve emotional well-being.",low,no,child,WHO Psychological First Aid
professional_help,Lately How do I ask for mental health help,Seeking professional support is a positive and responsible step toward mental wellness.,medium,no,senior,WHO Suicide Prevention Guidance
suicide_warning,These days I feel like ending my life lately,You are not alone in this moment. Contact emergency or crisis support services as soon as possible.,critical,yes,teen,WHO Suicide Prevention Guidance
mental_health_faq,Lately What are symptoms of burnout recently,"Professional support, healthy coping skills, and social support can improve mental health outcomes.",low,no,child,WHO Psychological First Aid
emotional_support,Recently Nobody understands me every day,I am glad you shared this. Emotional support from others can make difficult moments easier.,medium,no,adult,WHO Psychological First Aid
stress_reaction,These days I feel burned out a lot,It sounds like you are carrying a heavy emotional load right now. Taking small breaks and reaching out for support may help.,medium,no,senior,WHO Psychological First Aid
anxiety_symptoms,Lately I feel restless constantly,Thank you for opening up about your anxiety. Grounding techniques and support from trusted people may help.,medium,no,child,UNICEF Child and Adolescent Mental Health Guidelines
depression_symptoms,Honestly I stay in bed all day every day,I am sorry you are going through this. You deserve support and care.,high,yes,teen,WHO Mental Health Gap Action Programme
coping_mechanism,Lately What helps during panic attacks every day,Grounding exercises such as focusing on your breathing or surroundings may help during stressful moments.,low,no,adult,WHO Suicide Prevention Guidance
professional_help,These days Can therapy help me,"If emotional struggles affect your daily life, relationships, or safety, professional support may help.",medium,no,adult,WHO Psychological First Aid
suicide_warning,Honestly Life feels pointless,You deserve immediate support right now. Reaching out to a crisis hotline or mental health professional is important.,critical,yes,adult,WHO Psychological First Aid
mental_health_faq,Lately What causes anxiety,Understanding mental health is an important step toward reducing stigma and encouraging support.,low,no,senior,WHO Suicide Prevention Guidance
emotional_support,Sometimes I feel emotionally weak,"Thank you for sharing your feelings. You deserve kindness, support, and understanding.",medium,no,child,WHO Mental Health Gap Action Programme
stress_reaction,Sometimes I feel pressure all the time recently,Stress can become overwhelming when it builds up over time. Try focusing on one small task at a time.,medium,no,child,WHO Psychological First Aid
anxiety_symptoms,Lately I feel scared something bad will happen,It is understandable to feel overwhelmed by anxiety. Seeking professional guidance can also be beneficial.,medium,no,teen,WHO Mental Health Gap Action Programme
depression_symptoms,I feel sad every day every day,You do not have to handle these emotions alone. Reaching out to trusted support systems can help.,high,yes,child,WHO Psychological First Aid
coping_mechanism,Lately How do I stop overthinking a lot,"Healthy coping strategies can include breathing exercises, journaling, exercise, and speaking with trusted people.",low,no,child,WHO Suicide Prevention Guidance
professional_help,Sometimes Should I see a therapist and it worries me,Seeking professional support is a positive and responsible step toward mental wellness.,medium,no,adult,UNICEF Child and Adolescent Mental Health Guidelines
suicide_warning,Honestly I do not want to live anymore and it worries me,You are not alone in this moment. Contact emergency or crisis support services as soon as possible.,critical,yes,child,WHO Suicide Prevention Guidance
mental_health_faq,Lately How common are mental illnesses lately,"Conditions like anxiety and depression can affect thoughts, emotions, and physical well-being.",low,no,senior,WHO Suicide Prevention Guidance
emotional_support,Honestly I am struggling emotionally recently,You are not alone. Reaching out and talking about your emotions is an important step.,medium,no,adult,WHO Suicide Prevention Guidance
stress_reaction,These days I feel overwhelmed with work every day,It sounds like you are carrying a heavy emotional load right now. Taking small breaks and reaching out for support may help.,medium,no,child,WHO Mental Health Gap Action Programme
anxiety_symptoms,Recently I feel restless constantly every day,It is understandable to feel overwhelmed by anxiety. Seeking professional guidance can also be beneficial.,medium,no,adult,WHO Mental Health Gap Action Programme
depression_symptoms,Honestly I lost interest in everything,You do not have to handle these emotions alone. Reaching out to trusted support systems can help.,high,yes,senior,WHO Suicide Prevention Guidance
coping_mechanism,How do I feel emotionally balanced and it worries me,"Building routines around sleep, hydration, and movement may improve emotional well-being.",low,no,senior,WHO Mental Health Gap Action Programme
professional_help,Lately I want to speak to a counselor lately,"If emotional struggles affect your daily life, relationships, or safety, professional support may help.",medium,no,child,WHO Suicide Prevention Guidance
suicide_warning,Sometimes I want to disappear,You are not alone in this moment. Contact emergency or crisis support services as soon as possible.,critical,yes,senior,UNICEF Child and Adolescent Mental Health Guidelines
mental_health_faq,How common are mental illnesses,"Conditions like anxiety and depression can affect thoughts, emotions, and physical well-being.",low,no,senior,WHO Psychological First Aid
emotional_support,Honestly I feel unsupported lately,"Your feelings are valid, and it is okay to seek support from trusted people.",medium,no,child,UNICEF Child and Adolescent Mental Health Guidelines
stress_reaction,These days I feel pressure all the time every day,Stress can become overwhelming when it builds up over time. Try focusing on one small task at a time.,medium,no,child,WHO Suicide Prevention Guidance
anxiety_symptoms,Recently I feel nervous for no reason,It is understandable to feel overwhelmed by anxiety. Seeking professional guidance can also be beneficial.,medium,no,teen,WHO Mental Health Gap Action Programme
depression_symptoms,These days I feel empty inside and it worries me,Thank you for sharing your feelings. Even small acts of self-care can be meaningful during difficult times.,high,yes,senior,UNICEF Child and Adolescent Mental Health Guidelines
coping_mechanism,Recently How can I improve my mental health,Small daily self-care activities can support emotional resilience over time.,low,no,adult,UNICEF Child and Adolescent Mental Health Guidelines
professional_help,I want to speak to a counselor every day,A therapist or counselor can help you explore emotions and develop healthy coping strategies.,medium,no,child,WHO Suicide Prevention Guidance
suicide_warning,Honestly Life feels pointless,You deserve immediate support right now. Reaching out to a crisis hotline or mental health professional is important.,critical,yes,adult,WHO Suicide Prevention Guidance
mental_health_faq,What is a panic attack,Mental health conditions are common and treatable. Learning more about symptoms and support options can help.,low,no,child,WHO Suicide Prevention Guidance
emotional_support,These days I feel lonely recently,"Your feelings are valid, and it is okay to seek support from trusted people.",medium,no,child,WHO Suicide Prevention Guidance
stress_reaction,These days Everything feels stressful lately and it worries me,Stress can become overwhelming when it builds up over time. Try focusing on one small task at a time.,medium,no,senior,WHO Psychological First Aid
anxiety_symptoms,Sometimes I feel nervous for no reason,Your feelings matter. Taking things one step at a time may help reduce anxious thoughts.,medium,no,adult,WHO Psychological First Aid
depression_symptoms,Recently I feel empty inside,I am sorry you are going through this. You deserve support and care.,high,yes,senior,WHO Psychological First Aid
coping_mechanism,Sometimes How can I calm myself down every day,"Building routines around sleep, hydration, and movement may improve emotional well-being.",low,no,teen,WHO Suicide Prevention Guidance
professional_help,Honestly Do I need counseling,A therapist or counselor can help you explore emotions and develop healthy coping strategies.,medium,no,adult,UNICEF Child and Adolescent Mental Health Guidelines
suicide_warning,Recently Life feels pointless recently,I am really concerned about your safety. Please contact a trusted person or emergency support service immediately.,critical,yes,child,UNICEF Child and Adolescent Mental Health Guidelines
mental_health_faq,Honestly Is anxiety treatable a lot,Mental health conditions are common and treatable. Learning more about symptoms and support options can help.,low,no,teen,WHO Mental Health Gap Action Programme
emotional_support,These days Nobody understands me a lot,"Thank you for sharing your feelings. You deserve kindness, support, and understanding.",medium,no,teen,UNICEF Child and Adolescent Mental Health Guidelines
stress_reaction,Lately I keep worrying about deadlines,"Your feelings are valid. Finding healthy routines such as sleep, movement, and relaxation exercises may help reduce stress.",medium,no,child,WHO Suicide Prevention Guidance
anxiety_symptoms,These days I feel anxious all the time and it worries me,Thank you for opening up about your anxiety. Grounding techniques and support from trusted people may help.,medium,no,senior,WHO Psychological First Aid
depression_symptoms,Sometimes I feel tired all the time a lot,Depression can make daily life feel very heavy. Speaking with a mental health professional may help.,high,yes,senior,WHO Psychological First Aid
coping_mechanism,These days How do I stop overthinking,Grounding exercises such as focusing on your breathing or surroundings may help during stressful moments.,low,no,child,WHO Psychological First Aid
professional_help,When should someone seek mental health support lately,A therapist or counselor can help you explore emotions and develop healthy coping strategies.,medium,no,teen,WHO Psychological First Aid
suicide_warning,These days I feel suicidal,Your safety matters. Please seek urgent help from someone you trust or a healthcare provider.,critical,yes,teen,WHO Suicide Prevention Guidance
mental_health_faq,Recently What is a panic attack every day,"Professional support, healthy coping skills, and social support can improve mental health outcomes.",low,no,child,UNICEF Child and Adolescent Mental Health Guidelines
emotional_support,Recently I just want support recently,"Thank you for sharing your feelings. You deserve kindness, support, and understanding.",medium,no,adult,WHO Psychological First Aid
stress_reaction,These days My responsibilities are too much and it worries me,Stress can become overwhelming when it builds up over time. Try focusing on one small task at a time.,medium,no,adult,WHO Psychological First Aid
anxiety_symptoms,Lately I overthink every situation and it worries me,It is understandable to feel overwhelmed by anxiety. Seeking professional guidance can also be beneficial.,medium,no,adult,WHO Mental Health Gap Action Programme
depression_symptoms,Lately I lost interest in everything lately,I am sorry you are going through this. You deserve support and care.,high,yes,teen,UNICEF Child and Adolescent Mental Health Guidelines
coping_mechanism,Recently How can I improve my mental health lately,Grounding exercises such as focusing on your breathing or surroundings may help during stressful moments.,low,no,child,UNICEF Child and Adolescent Mental Health Guidelines
professional_help,These days Should I talk to a psychologist and it worries me,A therapist or counselor can help you explore emotions and develop healthy coping strategies.,medium,no,child,WHO Psychological First Aid
suicide_warning,These days Life feels pointless and it worries me,I am really concerned about your safety. Please contact a trusted person or emergency support service immediately.,critical,yes,child,WHO Mental Health Gap Action Programme
mental_health_faq,Sometimes What causes anxiety and it worries me,"Conditions like anxiety and depression can affect thoughts, emotions, and physical well-being.",low,no,teen,WHO Suicide Prevention Guidance
emotional_support,Recently I am struggling emotionally and it worries me,"Thank you for sharing your feelings. You deserve kindness, support, and understanding.",medium,no,child,UNICEF Child and Adolescent Mental Health Guidelines
stress_reaction,These days My responsibilities are too much and it worries me,Stress can become overwhelming when it builds up over time. Try focusing on one small task at a time.,medium,no,child,WHO Mental Health Gap Action Programme
anxiety_symptoms,Recently My heart races when I think too much recently,"Anxiety can feel exhausting, but you are not alone. Slow breathing exercises may help calm your body.",medium,no,child,UNICEF Child and Adolescent Mental Health Guidelines
depression_symptoms,Recently I feel empty inside recently,You do not have to handle these emotions alone. Reaching out to trusted support systems can help.,high,yes,teen,UNICEF Child and Adolescent Mental Health Guidelines
coping_mechanism,Recently Can breathing exercises help anxiety a lot,"Healthy coping strategies can include breathing exercises, journaling, exercise, and speaking with trusted people.",low,no,child,UNICEF Child and Adolescent Mental Health Guidelines
professional_help,These days What happens in therapy a lot,Seeking professional support is a positive and responsible step toward mental wellness.,medium,no,senior,WHO Mental Health Gap Action Programme
suicide_warning,Recently I feel like ending my life and it worries me,I am really concerned about your safety. Please contact a trusted person or emergency support service immediately.,critical,yes,senior,WHO Mental Health Gap Action Programme
mental_health_faq,Honestly Can children experience anxiety and it worries me,Mental health conditions are common and treatable. Learning more about symptoms and support options can help.,low,no,teen,WHO Psychological First Aid
emotional_support,Lately I feel unsupported recently,I am glad you shared this. Emotional support from others can make difficult moments easier.,medium,no,teen,WHO Psychological First Aid
stress_reaction,Honestly I keep worrying about deadlines recently,It sounds like you are carrying a heavy emotional load right now. Taking small breaks and reaching out for support may help.,medium,no,senior,WHO Suicide Prevention Guidance
anxiety_symptoms,Recently I avoid situations because I get anxious,Your feelings matter. Taking things one step at a time may help reduce anxious thoughts.,medium,no,senior,WHO Suicide Prevention Guidance
depression_symptoms,Recently I do not enjoy activities anymore,You do not have to handle these emotions alone. Reaching out to trusted support systems can help.,high,yes,teen,WHO Psychological First Aid
coping_mechanism,Honestly What can I do when I feel overwhelmed every day,Small daily self-care activities can support emotional resilience over time.,low,no,teen,UNICEF Child and Adolescent Mental Health Guidelines
professional_help,Honestly When should someone seek mental health support recently,"Reaching out for help shows strength, not weakness.",medium,no,adult,WHO Mental Health Gap Action Programme
suicide_warning,These days I feel suicidal lately,You deserve immediate support right now. Reaching out to a crisis hotline or mental health professional is important.,critical,yes,child,UNICEF Child and Adolescent Mental Health Guidelines
mental_health_faq,Sometimes What are warning signs of depression every day,Mental health conditions are common and treatable. Learning more about symptoms and support options can help.,low,no,adult,UNICEF Child and Adolescent Mental Health Guidelines
emotional_support,Recently Nobody understands me recently,"Your feelings are valid, and it is okay to seek support from trusted people.",medium,no,child,WHO Mental Health Gap Action Programme
stress_reaction,Sometimes I am mentally exhausted recently,"Your feelings are valid. Finding healthy routines such as sleep, movement, and relaxation exercises may help reduce stress.",medium,no,teen,WHO Suicide Prevention Guidance
anxiety_symptoms,Honestly I feel nervous for no reason recently,"Anxiety can feel exhausting, but you are not alone. Slow breathing exercises may help calm your body.",medium,no,senior,WHO Psychological First Aid
depression_symptoms,Sometimes I do not enjoy activities anymore a lot,You do not have to handle these emotions alone. Reaching out to trusted support systems can help.,high,yes,child,WHO Psychological First Aid
coping_mechanism,Honestly How can I calm myself down recently,"Building routines around sleep, hydration, and movement may improve emotional well-being.",low,no,adult,WHO Psychological First Aid
professional_help,Lately Can therapy help me lately,"If emotional struggles affect your daily life, relationships, or safety, professional support may help.",medium,no,senior,UNICEF Child and Adolescent Mental Health Guidelines
suicide_warning,Lately I feel like ending my life and it worries me,You are not alone in this moment. Contact emergency or crisis support services as soon as possible.,critical,yes,adult,WHO Psychological First Aid
mental_health_faq,Recently How common are mental illnesses a lot,Mental health conditions are common and treatable. Learning more about symptoms and support options can help.,low,no,child,WHO Mental Health Gap Action Programme
emotional_support,Recently I am struggling emotionally lately,"Your feelings are valid, and it is okay to seek support from trusted people.",medium,no,senior,WHO Mental Health Gap Action Programme
stress_reaction,These days I am mentally exhausted lately,"Thank you for sharing this. Rest, hydration, and talking to someone you trust can support emotional recovery.",medium,no,senior,WHO Psychological First Aid
anxiety_symptoms,Recently I feel restless constantly,It is understandable to feel overwhelmed by anxiety. Seeking professional guidance can also be beneficial.,medium,no,adult,WHO Suicide Prevention Guidance
depression_symptoms,Sometimes Nothing makes me happy anymore,I am sorry you are going through this. You deserve support and care.,high,yes,senior,WHO Mental Health Gap Action Programme
coping_mechanism,What are healthy coping strategies and it worries me,Grounding exercises such as focusing on your breathing or surroundings may help during stressful moments.,low,no,teen,UNICEF Child and Adolescent Mental Health Guidelines
professional_help,When should someone seek mental health support lately,"Reaching out for help shows strength, not weakness.",medium,no,adult,WHO Psychological First Aid
suicide_warning,Lately I am thinking about hurting myself recently,You deserve immediate support right now. Reaching out to a crisis hotline or mental health professional is important.,critical,yes,adult,WHO Mental Health Gap Action Programme
mental_health_faq,Honestly What are warning signs of depression and it worries me,"Professional support, healthy coping skills, and social support can improve mental health outcomes.",low,no,senior,WHO Mental Health Gap Action Programme
emotional_support,Recently I feel emotionally weak a lot,"Your feelings are valid, and it is okay to seek support from trusted people.",medium,no,senior,WHO Mental Health Gap Action Programme
stress_reaction,Sometimes I keep worrying about deadlines every day,It sounds like you are carrying a heavy emotional load right now. Taking small breaks and reaching out for support may help.,medium,no,adult,WHO Suicide Prevention Guidance
anxiety_symptoms,Sometimes I feel panic before social events recently,Your feelings matter. Taking things one step at a time may help reduce anxious thoughts.,medium,no,teen,WHO Suicide Prevention Guidance
depression_symptoms,Recently I stay in bed all day a lot,You do not have to handle these emotions alone. Reaching out to trusted support systems can help.,high,yes,child,WHO Mental Health Gap Action Programme
coping_mechanism,Lately How can I sleep better during stress a lot,Small daily self-care activities can support emotional resilience over time.,low,no,child,UNICEF Child and Adolescent Mental Health Guidelines
professional_help,Recently I think I need emotional support a lot,"If emotional struggles affect your daily life, relationships, or safety, professional support may help.",medium,no,child,WHO Suicide Prevention Guidance
suicide_warning,Sometimes I feel trapped and hopeless lately,Your safety matters. Please seek urgent help from someone you trust or a healthcare provider.,critical,yes,adult,UNICEF Child and Adolescent Mental Health Guidelines
mental_health_faq,What are symptoms of burnout recently,"Professional support, healthy coping skills, and social support can improve mental health outcomes.",low,no,senior,WHO Mental Health Gap Action Programme
emotional_support,Honestly I need encouragement,"Your feelings are valid, and it is okay to seek support from trusted people.",medium,no,child,UNICEF Child and Adolescent Mental Health Guidelines
stress_reaction,Honestly I feel pressure all the time and it worries me,Stress can become overwhelming when it builds up over time. Try focusing on one small task at a time.,medium,no,child,WHO Suicide Prevention Guidance
anxiety_symptoms,These days I cannot stop worrying every day,Your feelings matter. Taking things one step at a time may help reduce anxious thoughts.,medium,no,senior,UNICEF Child and Adolescent Mental Health Guidelines
depression_symptoms,Lately Nothing makes me happy anymore a lot,Thank you for sharing your feelings. Even small acts of self-care can be meaningful during difficult times.,high,yes,adult,WHO Mental Health Gap Action Programme
coping_mechanism,How do I manage stress better a lot,Small daily self-care activities can support emotional resilience over time.,low,no,child,WHO Mental Health Gap Action Programme
professional_help,Lately When should someone seek mental health support lately,"If emotional struggles affect your daily life, relationships, or safety, professional support may help.",medium,no,teen,UNICEF Child and Adolescent Mental Health Guidelines
suicide_warning,Nobody would care if I was gone lately,I am really concerned about your safety. Please contact a trusted person or emergency support service immediately.,critical,yes,adult,WHO Suicide Prevention Guidance
mental_health_faq,Sometimes How common are mental illnesses and it worries me,"Professional support, healthy coping skills, and social support can improve mental health outcomes.",low,no,child,WHO Psychological First Aid
emotional_support,I feel emotionally weak a lot,You are not alone. Reaching out and talking about your emotions is an important step.,medium,no,child,WHO Mental Health Gap Action Programme
stress_reaction,Sometimes I keep worrying about deadlines recently,"Your feelings are valid. Finding healthy routines such as sleep, movement, and relaxation exercises may help reduce stress.",medium,no,teen,WHO Suicide Prevention Guidance
anxiety_symptoms,Lately I cannot stop worrying a lot,Your feelings matter. Taking things one step at a time may help reduce anxious thoughts.,medium,no,adult,WHO Mental Health Gap Action Programme
depression_symptoms,Honestly Nothing makes me happy anymore recently,I am sorry you are going through this. You deserve support and care.,high,yes,senior,WHO Suicide Prevention Guidance
coping_mechanism,Recently What can I do when I feel overwhelmed,"Healthy coping strategies can include breathing exercises, journaling, exercise, and speaking with trusted people.",low,no,teen,WHO Suicide Prevention Guidance
professional_help,These days Do I need counseling,"If emotional struggles affect your daily life, relationships, or safety, professional support may help.",medium,no,teen,WHO Mental Health Gap Action Programme
suicide_warning,Recently I feel suicidal and it worries me,Your safety matters. Please seek urgent help from someone you trust or a healthcare provider.,critical,yes,teen,WHO Suicide Prevention Guidance
mental_health_faq,Honestly What is a panic attack and it worries me,"Conditions like anxiety and depression can affect thoughts, emotions, and physical well-being.",low,no,adult,WHO Suicide Prevention Guidance
emotional_support,Sometimes I just want support a lot,"Your feelings are valid, and it is okay to seek support from trusted people.",medium,no,child,WHO Suicide Prevention Guidance
stress_reaction,Honestly I keep worrying about deadlines every day,Stress can become overwhelming when it builds up over time. Try focusing on one small task at a time.,medium,no,senior,UNICEF Child and Adolescent Mental Health Guidelines
anxiety_symptoms,Honestly I feel scared something bad will happen lately,It is understandable to feel overwhelmed by anxiety. Seeking professional guidance can also be beneficial.,medium,no,child,WHO Psychological First Aid
depression_symptoms,Sometimes I feel tired all the time every day,Depression can make daily life feel very heavy. Speaking with a mental health professional may help.,high,yes,senior,UNICEF Child and Adolescent Mental Health Guidelines
coping_mechanism,Sometimes What are healthy coping strategies,"Healthy coping strategies can include breathing exercises, journaling, exercise, and speaking with trusted people.",low,no,teen,UNICEF Child and Adolescent Mental Health Guidelines
professional_help,Sometimes Should I talk to a psychologist recently,"Reaching out for help shows strength, not weakness.",medium,no,child,UNICEF Child and Adolescent Mental Health Guidelines
suicide_warning,Honestly I want to disappear every day,Your safety matters. Please seek urgent help from someone you trust or a healthcare provider.,critical,yes,teen,UNICEF Child and Adolescent Mental Health Guidelines
mental_health_faq,Recently How common are mental illnesses a lot,"Conditions like anxiety and depression can affect thoughts, emotions, and physical well-being.",low,no,senior,WHO Suicide Prevention Guidance
emotional_support,These days I need someone to talk to,"Your feelings are valid, and it is okay to seek support from trusted people.",medium,no,adult,WHO Psychological First Aid
stress_reaction,I keep worrying about deadlines and it worries me,"Your feelings are valid. Finding healthy routines such as sleep, movement, and relaxation exercises may help reduce stress.",medium,no,senior,WHO Psychological First Aid
anxiety_symptoms,Lately I feel nervous for no reason every day,Thank you for opening up about your anxiety. Grounding techniques and support from trusted people may help.,medium,no,child,WHO Suicide Prevention Guidance
depression_symptoms,Recently I stay in bed all day lately,Depression can make daily life feel very heavy. Speaking with a mental health professional may help.,high,yes,senior,WHO Psychological First Aid
coping_mechanism,These days How can I improve my mental health recently,Grounding exercises such as focusing on your breathing or surroundings may help during stressful moments.,low,no,adult,WHO Mental Health Gap Action Programme
professional_help,Lately Should I see a therapist,"If emotional struggles affect your daily life, relationships, or safety, professional support may help.",medium,no,child,WHO Suicide Prevention Guidance
suicide_warning,Sometimes I feel suicidal lately,Your safety matters. Please seek urgent help from someone you trust or a healthcare provider.,critical,yes,child,WHO Mental Health Gap Action Programme
mental_health_faq,These days What are warning signs of depression lately,Understanding mental health is an important step toward reducing stigma and encouraging support.,low,no,senior,WHO Suicide Prevention Guidance
emotional_support,Recently I need comfort recently,You are not alone. Reaching out and talking about your emotions is an important step.,medium,no,teen,WHO Suicide Prevention Guidance
stress_reaction,Sometimes I keep worrying about deadlines a lot,Stress can become overwhelming when it builds up over time. Try focusing on one small task at a time.,medium,no,child,WHO Suicide Prevention Guidance
anxiety_symptoms,These days I avoid situations because I get anxious recently,"Anxiety can feel exhausting, but you are not alone. Slow breathing exercises may help calm your body.",medium,no,senior,UNICEF Child and Adolescent Mental Health Guidelines
depression_symptoms,These days I feel empty inside a lot,You do not have to handle these emotions alone. Reaching out to trusted support systems can help.,high,yes,teen,UNICEF Child and Adolescent Mental Health Guidelines
coping_mechanism,How can I sleep better during stress,"Healthy coping strategies can include breathing exercises, journaling, exercise, and speaking with trusted people.",low,no,teen,WHO Suicide Prevention Guidance
professional_help,How do I know if I need professional help recently,"If emotional struggles affect your daily life, relationships, or safety, professional support may help.",medium,no,teen,WHO Mental Health Gap Action Programme
suicide_warning,These days I feel suicidal and it worries me,Your safety matters. Please seek urgent help from someone you trust or a healthcare provider.,critical,yes,senior,WHO Psychological First Aid
mental_health_faq,Honestly What is a panic attack every day,Understanding mental health is an important step toward reducing stigma and encouraging support.,low,no,adult,WHO Suicide Prevention Guidance
emotional_support,Lately I just want support a lot,You are not alone. Reaching out and talking about your emotions is an important step.,medium,no,adult,WHO Mental Health Gap Action Programme
stress_reaction,These days My responsibilities are too much lately,"Thank you for sharing this. Rest, hydration, and talking to someone you trust can support emotional recovery.",medium,no,senior,WHO Psychological First Aid
